geo_level,province,district,sex,age_group,population,attending,ever_attended_stopped,never_attended,not_stated,attendance_rate,never_attended_rate,attendance_rate_male,never_attended_rate_male,attendance_rate_female,never_attended_rate_female,attendance_rate_gap_pts,never_attended_rate_gap_pts
district,Koshi,Taplejung,Female,6 Year,1181,1127,0,54,0,95.43,4.57,95.09,4.75,95.43,4.57,-0.34,0.18
district,Koshi,Taplejung,Male,6 Year,1264,1202,2,60,0,95.09,4.75,95.09,4.75,95.43,4.57,-0.34,0.18
district,Koshi,Taplejung,Female,7 Year,1207,1183,5,19,0,98.01,1.57,97.81,2.11,98.01,1.57,-0.2,0.54
district,Koshi,Taplejung,Male,7 Year,1235,1208,1,26,0,97.81,2.11,97.81,2.11,98.01,1.57,-0.2,0.54
district,Koshi,Taplejung,Female,8 Year,1135,1119,1,15,0,98.59,1.32,97.02,2.63,98.59,1.32,-1.57,1.31
district,Koshi,Taplejung,Male,8 Year,1140,1106,4,30,0,97.02,2.63,97.02,2.63,98.59,1.32,-1.57,1.31
district,Koshi,Taplejung,Female,9 Year,1135,1108,9,18,0,97.62,1.59,98.0,1.31,97.62,1.59,0.38,-0.28
district,Koshi,Taplejung,Male,9 Year,1149,1126,8,15,0,98.0,1.31,98.0,1.31,97.62,1.59,0.38,-0.28
district,Koshi,Taplejung,Female,All Ages,19557,13806,5232,519,0,70.59,2.65,68.87,2.78,70.59,2.65,-1.72,0.13
district,Koshi,Taplejung,Male,All Ages,20618,14200,5844,574,0,68.87,2.78,68.87,2.78,70.59,2.65,-1.72,0.13
district,Koshi,Terhathum,Female,10 Year,784,718,56,10,0,91.58,1.28,92.27,0.97,91.58,1.28,0.69,-0.31
district,Koshi,Terhathum,Male,10 Year,828,764,56,8,0,92.27,0.97,92.27,0.97,91.58,1.28,0.69,-0.31
district,Koshi,Terhathum,Female,11 Year,703,685,15,3,0,97.44,0.43,95.22,0.84,97.44,0.43,-2.22,0.41
district,Koshi,Terhathum,Male,11 Year,712,678,27,6,1,95.22,0.84,95.22,0.84,97.44,0.43,-2.22,0.41
district,Koshi,Terhathum,Female,12 Year,753,727,20,6,0,96.55,0.8,95.64,0.97,96.55,0.8,-0.91,0.17
district,Koshi,Terhathum,Male,12 Year,825,789,28,8,0,95.64,0.97,95.64,0.97,96.55,0.8,-0.91,0.17
district,Koshi,Terhathum,Female,13 Year,767,748,17,2,0,97.52,0.26,95.58,1.01,97.52,0.26,-1.94,0.75
district,Koshi,Terhathum,Male,13 Year,791,756,26,8,1,95.58,1.01,95.58,1.01,97.52,0.26,-1.94,0.75
district,Koshi,Terhathum,Female,14 Year,868,839,25,4,0,96.66,0.46,95.24,0.61,96.66,0.46,-1.42,0.15
district,Koshi,Terhathum,Male,14 Year,819,780,34,5,0,95.24,0.61,95.24,0.61,96.66,0.46,-1.42,0.15
district,Koshi,Terhathum,Female,15 Year,701,650,47,4,0,92.72,0.57,89.43,1.35,92.72,0.57,-3.29,0.78
district,Koshi,Terhathum,Male,15 Year,814,728,75,11,0,89.43,1.35,89.43,1.35,92.72,0.57,-3.29,0.78
district,Koshi,Terhathum,Female,16 Year,551,461,85,5,0,83.67,0.91,80.16,1.09,83.67,0.91,-3.51,0.18
district,Koshi,Terhathum,Male,16 Year,645,517,121,7,0,80.16,1.09,80.16,1.09,83.67,0.91,-3.51,0.18
district,Koshi,Terhathum,Female,17 Year,379,237,132,10,0,62.53,2.64,66.81,1.91,62.53,2.64,4.28,-0.73
district,Koshi,Terhathum,Male,17 Year,470,314,147,9,0,66.81,1.91,66.81,1.91,62.53,2.64,4.28,-0.73
district,Koshi,Terhathum,Female,18 Year,343,141,195,7,0,41.11,2.04,47.3,1.96,41.11,2.04,6.19,-0.08
district,Koshi,Terhathum,Male,18 Year,408,193,207,8,0,47.3,1.96,47.3,1.96,41.11,2.04,6.19,-0.08
district,Koshi,Terhathum,Female,19 Year,265,53,208,4,0,20.0,1.51,26.82,3.21,20.0,1.51,6.82,1.7
district,Koshi,Terhathum,Male,19 Year,343,92,240,11,0,26.82,3.21,26.82,3.21,20.0,1.51,6.82,1.7
district,Koshi,Terhathum,Female,20 Year,314,24,274,15,1,7.64,4.78,8.81,2.27,7.64,4.78,1.17,-2.51
district,Koshi,Terhathum,Male,20 Year,352,31,313,8,0,8.81,2.27,8.81,2.27,7.64,4.78,1.17,-2.51
district,Koshi,Terhathum,Female,21 Year,337,15,305,17,0,4.45,5.04,3.75,2.5,4.45,5.04,-0.7,-2.54
district,Koshi,Terhathum,Male,21 Year,400,15,375,10,0,3.75,2.5,3.75,2.5,4.45,5.04,-0.7,-2.54
district,Koshi,Terhathum,Female,22 Year,402,14,374,14,0,3.48,3.48,6.61,1.93,3.48,3.48,3.13,-1.55
district,Koshi,Terhathum,Male,22 Year,363,24,332,7,0,6.61,1.93,6.61,1.93,3.48,3.48,3.13,-1.55
district,Koshi,Terhathum,Female,23 Year,408,10,379,19,0,2.45,4.66,2.31,5.38,2.45,4.66,-0.14,0.72
district,Koshi,Terhathum,Male,23 Year,390,9,360,21,0,2.31,5.38,2.31,5.38,2.45,4.66,-0.14,0.72
district,Koshi,Terhathum,Female,24 Year,448,11,417,20,0,2.46,4.46,2.48,3.23,2.46,4.46,0.02,-1.23
district,Koshi,Terhathum,Male,24 Year,403,10,380,13,0,2.48,3.23,2.48,3.23,2.46,4.46,0.02,-1.23
district,Koshi,Terhathum,Female,25 Year,477,2,461,14,0,0.42,2.94,0.0,2.47,0.42,2.94,-0.42,-0.47
district,Koshi,Terhathum,Male,25 Year,445,0,433,11,1,0.0,2.47,0.0,2.47,0.42,2.94,-0.42,-0.47
district,Koshi,Terhathum,Female,5 Year,797,738,2,56,1,92.6,7.03,90.46,9.19,92.6,7.03,-2.14,2.16
district,Koshi,Terhathum,Male,5 Year,849,768,1,78,2,90.46,9.19,90.46,9.19,92.6,7.03,-2.14,2.16
district,Koshi,Terhathum,Female,6 Year,800,774,3,23,0,96.75,2.88,96.32,3.31,96.75,2.88,-0.43,0.43
district,Koshi,Terhathum,Male,6 Year,815,785,3,27,0,96.32,3.31,96.32,3.31,96.75,2.88,-0.43,0.43
district,Koshi,Terhathum,Female,7 Year,823,811,3,9,0,98.54,1.09,98.48,1.17,98.54,1.09,-0.06,0.08
district,Koshi,Terhathum,Male,7 Year,853,840,3,10,0,98.48,1.17,98.48,1.17,98.54,1.09,-0.06,0.08
district,Koshi,Terhathum,Female,8 Year,850,837,3,10,0,98.47,1.18,97.78,1.7,98.47,1.18,-0.69,0.52
district,Koshi,Terhathum,Male,8 Year,766,749,4,13,0,97.78,1.7,97.78,1.7,98.47,1.18,-0.69,0.52
district,Koshi,Terhathum,Female,9 Year,771,754,6,11,0,97.8,1.43,98.51,1.12,97.8,1.43,0.71,-0.31
district,Koshi,Terhathum,Male,9 Year,803,791,3,9,0,98.51,1.12,98.51,1.12,97.8,1.43,0.71,-0.31
district,Koshi,Terhathum,Female,All Ages,12541,9249,3027,263,2,73.75,2.1,73.57,2.2,73.75,2.1,-0.18,0.1
district,Koshi,Terhathum,Male,All Ages,13094,9633,3168,288,5,73.57,2.2,73.57,2.2,73.75,2.1,-0.18,0.1
district,Koshi,Udayapur,Female,10 Year,3464,3113,305,46,0,89.87,1.33,90.11,1.13,89.87,1.33,0.24,-0.2
district,Koshi,Udayapur,Male,10 Year,3549,3198,311,40,0,90.11,1.13,90.11,1.13,89.87,1.33,0.24,-0.2
district,Koshi,Udayapur,Female,11 Year,3069,2885,145,39,0,94.0,1.27,92.46,1.57,94.0,1.27,-1.54,0.3
district,Koshi,Udayapur,Male,11 Year,3130,2894,187,49,0,92.46,1.57,92.46,1.57,94.0,1.27,-1.54,0.3
district,Koshi,Udayapur,Female,12 Year,3649,3469,126,54,0,95.07,1.48,93.59,2.32,95.07,1.48,-1.48,0.84
district,Koshi,Udayapur,Male,12 Year,3747,3507,153,87,0,93.59,2.32,93.59,2.32,95.07,1.48,-1.48,0.84
district,Koshi,Udayapur,Female,13 Year,3481,3282,131,68,0,94.28,1.95,94.07,1.32,94.28,1.95,-0.21,-0.63
district,Koshi,Udayapur,Male,13 Year,3493,3286,161,46,0,94.07,1.32,94.07,1.32,94.28,1.95,-0.21,-0.63
district,Koshi,Udayapur,Female,14 Year,3710,3518,145,47,0,94.82,1.27,91.68,1.81,94.82,1.27,-3.14,0.54
district,Koshi,Udayapur,Male,14 Year,3644,3341,237,66,0,91.68,1.81,91.68,1.81,94.82,1.27,-3.14,0.54
district,Koshi,Udayapur,Female,15 Year,3415,3074,267,74,0,90.01,2.17,86.17,2.11,90.01,2.17,-3.84,-0.06
district,Koshi,Udayapur,Male,15 Year,3601,3103,421,76,1,86.17,2.11,86.17,2.11,90.01,2.17,-3.84,-0.06
district,Koshi,Udayapur,Female,16 Year,2659,2186,406,67,0,82.21,2.52,79.24,3.23,82.21,2.52,-2.97,0.71
district,Koshi,Udayapur,Male,16 Year,2852,2260,499,92,1,79.24,3.23,79.24,3.23,82.21,2.52,-2.97,0.71
district,Koshi,Udayapur,Female,17 Year,1772,1141,561,70,0,64.39,3.95,63.55,3.69,64.39,3.95,-0.84,-0.26
district,Koshi,Udayapur,Male,17 Year,2115,1344,693,78,0,63.55,3.69,63.55,3.69,64.39,3.95,-0.84,-0.26
district,Koshi,Udayapur,Female,18 Year,1895,755,1011,129,0,39.84,6.81,41.21,4.5,39.84,6.81,1.37,-2.31
district,Koshi,Udayapur,Male,18 Year,2157,889,1171,97,0,41.21,4.5,41.21,4.5,39.84,6.81,1.37,-2.31
district,Koshi,Udayapur,Female,19 Year,1425,323,1008,94,0,22.67,6.6,23.26,5.21,22.67,6.6,0.59,-1.39
district,Koshi,Udayapur,Male,19 Year,1496,348,1070,78,0,23.26,5.21,23.26,5.21,22.67,6.6,0.59,-1.39
district,Koshi,Udayapur,Female,20 Year,1848,126,1547,175,0,6.82,9.47,7.58,5.71,6.82,9.47,0.76,-3.76
district,Koshi,Udayapur,Male,20 Year,1768,134,1532,101,1,7.58,5.71,7.58,5.71,6.82,9.47,0.76,-3.76
district,Koshi,Udayapur,Female,21 Year,1657,65,1446,145,1,3.92,8.75,3.66,5.01,3.92,8.75,-0.26,-3.74
district,Koshi,Udayapur,Male,21 Year,1558,57,1423,78,0,3.66,5.01,3.66,5.01,3.92,8.75,-0.26,-3.74
district,Koshi,Udayapur,Female,22 Year,1963,49,1727,187,0,2.5,9.53,2.51,6.61,2.5,9.53,0.01,-2.92
district,Koshi,Udayapur,Male,22 Year,1755,44,1595,116,0,2.51,6.61,2.51,6.61,2.5,9.53,0.01,-2.92
district,Koshi,Udayapur,Female,23 Year,1910,50,1694,166,0,2.62,8.69,2.02,6.0,2.62,8.69,-0.6,-2.69
district,Koshi,Udayapur,Male,23 Year,1632,33,1501,98,0,2.02,6.0,2.02,6.0,2.62,8.69,-0.6,-2.69
district,Koshi,Udayapur,Female,24 Year,2059,29,1858,172,0,1.41,8.35,1.43,6.63,1.41,8.35,0.02,-1.72
district,Koshi,Udayapur,Male,24 Year,1613,23,1483,107,0,1.43,6.63,1.43,6.63,1.41,8.35,0.02,-1.72
district,Koshi,Udayapur,Female,25 Year,2302,2,2027,273,0,0.09,11.86,0.22,8.31,0.09,11.86,0.13,-3.55
district,Koshi,Udayapur,Male,25 Year,1792,4,1639,149,0,0.22,8.31,0.22,8.31,0.09,11.86,0.13,-3.55
district,Koshi,Udayapur,Female,5 Year,3011,2754,5,251,1,91.46,8.34,89.94,9.71,91.46,8.34,-1.52,1.37
district,Koshi,Udayapur,Male,5 Year,3191,2870,10,310,1,89.94,9.71,89.94,9.71,91.46,8.34,-1.52,1.37
district,Koshi,Udayapur,Female,6 Year,3141,2975,15,151,0,94.72,4.81,95.04,4.76,94.72,4.81,0.32,-0.05
district,Koshi,Udayapur,Male,6 Year,3528,3353,7,168,0,95.04,4.76,95.04,4.76,94.72,4.81,0.32,-0.05
district,Koshi,Udayapur,Female,7 Year,3169,3079,4,86,0,97.16,2.71,96.66,3.04,97.16,2.71,-0.5,0.33
district,Koshi,Udayapur,Male,7 Year,3353,3241,10,102,0,96.66,3.04,96.66,3.04,97.16,2.71,-0.5,0.33
district,Koshi,Udayapur,Female,8 Year,3347,3263,19,65,0,97.49,1.94,97.23,2.26,97.49,1.94,-0.26,0.32
district,Koshi,Udayapur,Male,8 Year,3500,3403,18,79,0,97.23,2.26,97.23,2.26,97.49,1.94,-0.26,0.32
district,Koshi,Udayapur,Female,9 Year,3181,3125,11,45,0,98.24,1.41,97.77,1.56,98.24,1.41,-0.47,0.15
district,Koshi,Udayapur,Male,9 Year,3408,3332,23,53,0,97.77,1.56,97.77,1.56,98.24,1.41,-0.47,0.15
district,Koshi,Udayapur,Female,All Ages,56127,39263,14458,2404,2,69.95,4.28,71.49,3.64,69.95,4.28,1.54,-0.64
district,Koshi,Udayapur,Male,All Ages,56882,40664,14144,2070,4,71.49,3.64,71.49,3.64,69.95,4.28,1.54,-0.64
district,Lumbini,Arghakhanchi,Female,10 Year,1668,1539,113,15,1,92.27,0.9,91.8,0.88,92.27,0.9,-0.47,-0.02
district,Lumbini,Arghakhanchi,Male,10 Year,1940,1781,142,17,0,91.8,0.88,91.8,0.88,92.27,0.9,-0.47,-0.02
district,Lumbini,Arghakhanchi,Female,11 Year,1526,1460,59,7,0,95.67,0.46,94.37,0.99,95.67,0.46,-1.3,0.53
district,Lumbini,Arghakhanchi,Male,11 Year,1724,1627,79,17,1,94.37,0.99,94.37,0.99,95.67,0.46,-1.3,0.53
district,Lumbini,Arghakhanchi,Female,12 Year,1835,1770,55,9,1,96.46,0.49,95.07,0.73,96.46,0.49,-1.39,0.24
district,Lumbini,Arghakhanchi,Male,12 Year,1927,1832,81,14,0,95.07,0.73,95.07,0.73,96.46,0.49,-1.39,0.24
district,Lumbini,Arghakhanchi,Female,13 Year,1824,1754,56,12,2,96.16,0.66,96.68,0.53,96.16,0.66,0.52,-0.13
district,Lumbini,Arghakhanchi,Male,13 Year,1897,1834,52,10,1,96.68,0.53,96.68,0.53,96.16,0.66,0.52,-0.13
district,Lumbini,Arghakhanchi,Female,14 Year,1908,1807,89,11,1,94.71,0.58,94.24,0.77,94.71,0.58,-0.47,0.19
district,Lumbini,Arghakhanchi,Male,14 Year,1945,1833,94,15,3,94.24,0.77,94.24,0.77,94.71,0.58,-0.47,0.19
district,Lumbini,Arghakhanchi,Female,15 Year,1702,1535,152,14,1,90.19,0.82,90.62,0.61,90.19,0.82,0.43,-0.21
district,Lumbini,Arghakhanchi,Male,15 Year,1631,1478,139,10,4,90.62,0.61,90.62,0.61,90.19,0.82,0.43,-0.21
district,Lumbini,Arghakhanchi,Female,16 Year,1201,991,198,10,2,82.51,0.83,84.44,1.23,82.51,0.83,1.93,0.4
district,Lumbini,Arghakhanchi,Male,16 Year,1215,1026,172,15,2,84.44,1.23,84.44,1.23,82.51,0.83,1.93,0.4
district,Lumbini,Arghakhanchi,Female,17 Year,882,553,309,18,2,62.7,2.04,70.99,1.64,62.7,2.04,8.29,-0.4
district,Lumbini,Arghakhanchi,Male,17 Year,855,607,234,14,0,70.99,1.64,70.99,1.64,62.7,2.04,8.29,-0.4
district,Lumbini,Arghakhanchi,Female,18 Year,876,351,505,20,0,40.07,2.28,49.78,2.39,40.07,2.28,9.71,0.11
district,Lumbini,Arghakhanchi,Male,18 Year,669,333,320,16,0,49.78,2.39,49.78,2.39,40.07,2.28,9.71,0.11
district,Lumbini,Arghakhanchi,Female,19 Year,676,150,513,12,1,22.19,1.78,29.5,4.6,22.19,1.78,7.31,2.82
district,Lumbini,Arghakhanchi,Male,19 Year,522,154,344,24,0,29.5,4.6,29.5,4.6,22.19,1.78,7.31,2.82
district,Lumbini,Arghakhanchi,Female,20 Year,824,73,718,33,0,8.86,4.0,12.13,5.8,8.86,4.0,3.27,1.8
district,Lumbini,Arghakhanchi,Male,20 Year,569,69,465,33,2,12.13,5.8,12.13,5.8,8.86,4.0,3.27,1.8
district,Lumbini,Arghakhanchi,Female,21 Year,800,23,755,22,0,2.88,2.75,6.49,4.58,2.88,2.75,3.61,1.83
district,Lumbini,Arghakhanchi,Male,21 Year,524,34,464,24,2,6.49,4.58,6.49,4.58,2.88,2.75,3.61,1.83
district,Lumbini,Arghakhanchi,Female,22 Year,901,39,818,44,0,4.33,4.88,4.71,4.35,4.33,4.88,0.38,-0.53
district,Lumbini,Arghakhanchi,Male,22 Year,552,26,502,24,0,4.71,4.35,4.71,4.35,4.33,4.88,0.38,-0.53
district,Lumbini,Arghakhanchi,Female,23 Year,948,18,877,53,0,1.9,5.59,4.69,4.49,1.9,5.59,2.79,-1.1
district,Lumbini,Arghakhanchi,Male,23 Year,512,24,465,23,0,4.69,4.49,4.69,4.49,1.9,5.59,2.79,-1.1
district,Lumbini,Arghakhanchi,Female,24 Year,988,21,928,38,1,2.13,3.85,2.97,3.35,2.13,3.85,0.84,-0.5
district,Lumbini,Arghakhanchi,Male,24 Year,538,16,504,18,0,2.97,3.35,2.97,3.35,2.13,3.85,0.84,-0.5
district,Lumbini,Arghakhanchi,Female,25 Year,1134,22,1049,62,1,1.94,5.47,2.56,5.76,1.94,5.47,0.62,0.29
district,Lumbini,Arghakhanchi,Male,25 Year,625,16,573,36,0,2.56,5.76,2.56,5.76,1.94,5.47,0.62,0.29
district,Lumbini,Arghakhanchi,Female,5 Year,1584,1463,8,101,12,92.36,6.38,92.29,6.7,92.36,6.38,-0.07,0.32
district,Lumbini,Arghakhanchi,Male,5 Year,1777,1640,8,119,10,92.29,6.7,92.29,6.7,92.36,6.38,-0.07,0.32
district,Lumbini,Arghakhanchi,Female,6 Year,1635,1576,14,44,1,96.39,2.69,96.56,2.38,96.39,2.69,0.17,-0.31
district,Lumbini,Arghakhanchi,Male,6 Year,1889,1824,17,45,3,96.56,2.38,96.56,2.38,96.39,2.69,0.17,-0.31
district,Lumbini,Arghakhanchi,Female,7 Year,1510,1471,12,26,1,97.42,1.72,98.41,0.88,97.42,1.72,0.99,-0.84
district,Lumbini,Arghakhanchi,Male,7 Year,1701,1674,11,15,1,98.41,0.88,98.41,0.88,97.42,1.72,0.99,-0.84
district,Lumbini,Arghakhanchi,Female,8 Year,1615,1589,13,13,0,98.39,0.8,98.41,0.95,98.39,0.8,0.02,0.15
district,Lumbini,Arghakhanchi,Male,8 Year,1891,1861,11,18,1,98.41,0.95,98.41,0.95,98.39,0.8,0.02,0.15
district,Lumbini,Arghakhanchi,Female,9 Year,1583,1555,20,6,2,98.23,0.38,98.48,0.51,98.23,0.38,0.25,0.13
district,Lumbini,Arghakhanchi,Male,9 Year,1777,1750,18,9,0,98.48,0.51,98.48,0.51,98.23,0.38,0.25,0.13
district,Lumbini,Arghakhanchi,Female,All Ages,27620,19760,7261,570,29,71.54,2.06,80.36,1.93,71.54,2.06,8.82,-0.13
district,Lumbini,Arghakhanchi,Male,All Ages,26680,21439,4695,516,30,80.36,1.93,80.36,1.93,71.54,2.06,8.82,-0.13
district,Lumbini,Banke,Female,10 Year,6712,5251,753,706,2,78.23,10.52,78.73,9.34,78.23,10.52,0.5,-1.18
district,Lumbini,Banke,Male,10 Year,7528,5927,896,703,2,78.73,9.34,78.73,9.34,78.23,10.52,0.5,-1.18
district,Lumbini,Banke,Female,11 Year,4974,4323,353,295,3,86.91,5.93,86.79,4.82,86.91,5.93,-0.12,-1.11
district,Lumbini,Banke,Male,11 Year,5290,4591,442,255,2,86.79,4.82,86.79,4.82,86.91,5.93,-0.12,-1.11
district,Lumbini,Banke,Female,12 Year,6685,5596,488,597,4,83.71,8.93,84.75,7.95,83.71,8.93,1.04,-0.98
district,Lumbini,Banke,Male,12 Year,7460,6322,542,593,3,84.75,7.95,84.75,7.95,83.71,8.93,1.04,-0.98
district,Lumbini,Banke,Female,13 Year,5944,5175,342,426,1,87.06,7.17,88.01,6.22,87.06,7.17,0.95,-0.95
district,Lumbini,Banke,Male,13 Year,6170,5430,354,384,2,88.01,6.22,88.01,6.22,87.06,7.17,0.95,-0.95
district,Lumbini,Banke,Female,14 Year,6178,5202,497,473,6,84.2,7.66,85.59,6.51,84.2,7.66,1.39,-1.15
district,Lumbini,Banke,Male,14 Year,6357,5441,499,414,3,85.59,6.51,85.59,6.51,84.2,7.66,1.39,-1.15
district,Lumbini,Banke,Female,15 Year,6165,4644,863,656,2,75.33,10.64,77.06,8.73,75.33,10.64,1.73,-1.91
district,Lumbini,Banke,Male,15 Year,6355,4897,895,555,8,77.06,8.73,77.06,8.73,75.33,10.64,1.73,-1.91
district,Lumbini,Banke,Female,16 Year,5177,3491,990,690,6,67.43,13.33,71.26,10.19,67.43,13.33,3.83,-3.14
district,Lumbini,Banke,Male,16 Year,5563,3964,1029,567,3,71.26,10.19,71.26,10.19,67.43,13.33,3.83,-3.14
district,Lumbini,Banke,Female,17 Year,3448,1944,995,507,2,56.38,14.7,60.62,10.01,56.38,14.7,4.24,-4.69
district,Lumbini,Banke,Male,17 Year,3855,2337,1129,386,3,60.62,10.01,60.62,10.01,56.38,14.7,4.24,-4.69
district,Lumbini,Banke,Female,18 Year,4444,1575,1871,994,4,35.44,22.37,43.55,17.66,35.44,22.37,8.11,-4.71
district,Lumbini,Banke,Male,18 Year,4990,2173,1929,881,7,43.55,17.66,43.55,17.66,35.44,22.37,8.11,-4.71
district,Lumbini,Banke,Female,19 Year,2836,635,1587,610,4,22.39,21.51,31.06,14.44,22.39,21.51,8.67,-7.07
district,Lumbini,Banke,Male,19 Year,2714,843,1477,392,2,31.06,14.44,31.06,14.44,22.39,21.51,8.67,-7.07
district,Lumbini,Banke,Female,20 Year,5159,432,3158,1566,3,8.37,30.35,9.64,22.45,8.37,30.35,1.27,-7.9
district,Lumbini,Banke,Male,20 Year,4428,427,3003,994,4,9.64,22.45,9.64,22.45,8.37,30.35,1.27,-7.9
district,Lumbini,Banke,Female,21 Year,2882,168,2091,621,2,5.83,21.55,8.07,16.48,5.83,21.55,2.24,-5.07
district,Lumbini,Banke,Male,21 Year,2579,208,1943,425,3,8.07,16.48,8.07,16.48,5.83,21.55,2.24,-5.07
district,Lumbini,Banke,Female,22 Year,4458,184,3048,1223,3,4.13,27.43,4.69,19.55,4.13,27.43,0.56,-7.88
district,Lumbini,Banke,Male,22 Year,3837,180,2902,750,5,4.69,19.55,4.69,19.55,4.13,27.43,0.56,-7.88
district,Lumbini,Banke,Female,23 Year,3508,103,2542,861,2,2.94,24.54,4.51,16.27,2.94,24.54,1.57,-8.27
district,Lumbini,Banke,Male,23 Year,2729,123,2161,444,1,4.51,16.27,4.51,16.27,2.94,24.54,1.57,-8.27
district,Lumbini,Banke,Female,24 Year,3623,104,2550,964,5,2.87,26.61,2.45,17.17,2.87,26.61,-0.42,-9.44
district,Lumbini,Banke,Male,24 Year,2935,72,2356,504,3,2.45,17.17,2.45,17.17,2.87,26.61,-0.42,-9.44
district,Lumbini,Banke,Female,25 Year,5797,111,3636,2046,4,1.91,35.29,1.99,24.15,1.91,35.29,0.08,-11.14
district,Lumbini,Banke,Male,25 Year,4663,93,3437,1126,7,1.99,24.15,1.99,24.15,1.91,35.29,0.08,-11.14
district,Lumbini,Banke,Female,5 Year,6270,4786,44,1389,51,76.33,22.15,78.99,19.44,76.33,22.15,2.66,-2.71
district,Lumbini,Banke,Male,5 Year,7073,5587,50,1375,61,78.99,19.44,78.99,19.44,76.33,22.15,2.66,-2.71
district,Lumbini,Banke,Female,6 Year,6013,5083,62,844,24,84.53,14.04,85.8,13.09,84.53,14.04,1.27,-0.95
district,Lumbini,Banke,Male,6 Year,6522,5596,49,854,23,85.8,13.09,85.8,13.09,84.53,14.04,1.27,-0.95
district,Lumbini,Banke,Female,7 Year,5716,5012,73,626,5,87.68,10.95,88.16,10.79,87.68,10.95,0.48,-0.16
district,Lumbini,Banke,Male,7 Year,6351,5599,57,685,10,88.16,10.79,88.16,10.79,87.68,10.95,0.48,-0.16
district,Lumbini,Banke,Female,8 Year,6523,5718,92,703,10,87.66,10.78,88.65,9.84,87.66,10.78,0.99,-0.94
district,Lumbini,Banke,Male,8 Year,7409,6568,105,729,7,88.65,9.84,88.65,9.84,87.66,10.78,0.99,-0.94
district,Lumbini,Banke,Female,9 Year,5467,4927,93,445,2,90.12,8.14,91.59,6.56,90.12,8.14,1.47,-1.58
district,Lumbini,Banke,Male,9 Year,6005,5500,104,394,7,91.59,6.56,91.59,6.56,90.12,8.14,1.47,-1.58
district,Lumbini,Banke,Female,All Ages,107979,64464,26128,17242,145,59.7,15.97,64.86,12.1,59.7,15.97,5.16,-3.87
district,Lumbini,Banke,Male,All Ages,110813,71878,25359,13410,166,64.86,12.1,64.86,12.1,59.7,15.97,5.16,-3.87
district,Lumbini,Bardiya,Female,10 Year,4120,3700,346,74,0,89.81,1.8,88.72,1.6,89.81,1.8,-1.09,-0.2
district,Lumbini,Bardiya,Male,10 Year,4495,3988,435,72,0,88.72,1.6,88.72,1.6,89.81,1.8,-1.09,-0.2
district,Lumbini,Bardiya,Female,11 Year,3646,3408,200,38,0,93.47,1.04,93.1,0.78,93.47,1.04,-0.37,-0.26
district,Lumbini,Bardiya,Male,11 Year,3839,3574,235,30,0,93.1,0.78,93.1,0.78,93.47,1.04,-0.37,-0.26
district,Lumbini,Bardiya,Female,12 Year,4477,4235,188,54,0,94.59,1.21,93.49,1.38,94.59,1.21,-1.1,0.17
district,Lumbini,Bardiya,Male,12 Year,4718,4411,242,65,0,93.49,1.38,93.49,1.38,94.59,1.21,-1.1,0.17
district,Lumbini,Bardiya,Female,13 Year,4344,4147,150,46,1,95.47,1.06,95.14,1.09,95.47,1.06,-0.33,0.03
district,Lumbini,Bardiya,Male,13 Year,4400,4186,165,48,1,95.14,1.09,95.14,1.09,95.47,1.06,-0.33,0.03
district,Lumbini,Bardiya,Female,14 Year,4676,4378,238,56,4,93.63,1.2,93.38,0.98,93.63,1.2,-0.25,-0.22
district,Lumbini,Bardiya,Male,14 Year,4580,4277,255,45,3,93.38,0.98,93.38,0.98,93.63,1.2,-0.25,-0.22
district,Lumbini,Bardiya,Female,15 Year,4626,4048,484,90,4,87.51,1.95,87.38,1.54,87.51,1.95,-0.13,-0.41
district,Lumbini,Bardiya,Male,15 Year,4405,3849,484,68,4,87.38,1.54,87.38,1.54,87.51,1.95,-0.13,-0.41
district,Lumbini,Bardiya,Female,16 Year,3590,2874,632,80,4,80.06,2.23,78.22,2.39,80.06,2.23,-1.84,0.16
district,Lumbini,Bardiya,Male,16 Year,3728,2916,718,89,5,78.22,2.39,78.22,2.39,80.06,2.23,-1.84,0.16
district,Lumbini,Bardiya,Female,17 Year,2541,1605,845,87,4,63.16,3.42,64.1,2.07,63.16,3.42,0.94,-1.35
district,Lumbini,Bardiya,Male,17 Year,2805,1798,946,58,3,64.1,2.07,64.1,2.07,63.16,3.42,0.94,-1.35
district,Lumbini,Bardiya,Female,18 Year,2909,1130,1646,130,3,38.84,4.47,45.38,3.91,38.84,4.47,6.54,-0.56
district,Lumbini,Bardiya,Male,18 Year,2790,1266,1414,109,1,45.38,3.91,45.38,3.91,38.84,4.47,6.54,-0.56
district,Lumbini,Bardiya,Female,19 Year,2284,571,1630,82,1,25.0,3.59,28.14,3.51,25.0,3.59,3.14,-0.08
district,Lumbini,Bardiya,Male,19 Year,1940,546,1325,68,1,28.14,3.51,28.14,3.51,25.0,3.59,3.14,-0.08
district,Lumbini,Bardiya,Female,20 Year,3344,310,2784,246,4,9.27,7.36,9.85,4.85,9.27,7.36,0.58,-2.51
district,Lumbini,Bardiya,Male,20 Year,2578,254,2198,125,1,9.85,4.85,9.85,4.85,9.27,7.36,0.58,-2.51
district,Lumbini,Bardiya,Female,21 Year,2461,144,2207,109,1,5.85,4.43,6.08,3.55,5.85,4.43,0.23,-0.88
