geo_level,province,district,sex,age_group,population,attending,ever_attended_stopped,never_attended,not_stated,attendance_rate,never_attended_rate,attendance_rate_male,never_attended_rate_male,attendance_rate_female,never_attended_rate_female,attendance_rate_gap_pts,never_attended_rate_gap_pts
district,Karnali,Dolpa,Male,8 Year,548,510,10,26,2,93.07,4.74,93.07,4.74,91.87,6.18,1.2,-1.44
district,Karnali,Dolpa,Female,9 Year,427,390,7,29,1,91.33,6.79,92.28,5.69,91.33,6.79,0.95,-1.1
district,Karnali,Dolpa,Male,9 Year,492,454,10,28,0,92.28,5.69,92.28,5.69,91.33,6.79,0.95,-1.1
district,Karnali,Dolpa,Female,All Ages,8465,5805,1392,1253,15,68.58,14.8,73.23,9.92,68.58,14.8,4.65,-4.88
district,Karnali,Dolpa,Male,All Ages,7930,5807,1316,787,20,73.23,9.92,73.23,9.92,68.58,14.8,4.65,-4.88
district,Karnali,Humla,Female,10 Year,757,650,91,16,0,85.87,2.11,85.29,2.6,85.87,2.11,-0.58,0.49
district,Karnali,Humla,Male,10 Year,768,655,93,20,0,85.29,2.6,85.29,2.6,85.87,2.11,-0.58,0.49
district,Karnali,Humla,Female,11 Year,551,492,40,19,0,89.29,3.45,87.68,1.94,89.29,3.45,-1.61,-1.51
district,Karnali,Humla,Male,11 Year,568,498,58,11,1,87.68,1.94,87.68,1.94,89.29,3.45,-1.61,-1.51
district,Karnali,Humla,Female,12 Year,743,695,33,14,1,93.54,1.88,93.27,1.4,93.54,1.88,-0.27,-0.48
district,Karnali,Humla,Male,12 Year,787,734,42,11,0,93.27,1.4,93.27,1.4,93.54,1.88,-0.27,-0.48
district,Karnali,Humla,Female,13 Year,726,677,32,16,1,93.25,2.2,93.91,1.99,93.25,2.2,0.66,-0.21
district,Karnali,Humla,Male,13 Year,755,709,30,15,1,93.91,1.99,93.91,1.99,93.25,2.2,0.66,-0.21
district,Karnali,Humla,Female,14 Year,771,731,22,18,0,94.81,2.33,95.98,1.61,94.81,2.33,1.17,-0.72
district,Karnali,Humla,Male,14 Year,746,716,16,12,2,95.98,1.61,95.98,1.61,94.81,2.33,1.17,-0.72
district,Karnali,Humla,Female,15 Year,683,609,48,25,1,89.17,3.66,89.46,3.34,89.17,3.66,0.29,-0.32
district,Karnali,Humla,Male,15 Year,598,535,43,20,0,89.46,3.34,89.46,3.34,89.17,3.66,0.29,-0.32
district,Karnali,Humla,Female,16 Year,555,488,40,27,0,87.93,4.86,87.33,3.65,87.93,4.86,-0.6,-1.21
district,Karnali,Humla,Male,16 Year,521,455,47,19,0,87.33,3.65,87.33,3.65,87.93,4.86,-0.6,-1.21
district,Karnali,Humla,Female,17 Year,325,260,41,24,0,80.0,7.38,85.0,4.67,80.0,7.38,5.0,-2.71
district,Karnali,Humla,Male,17 Year,300,255,31,14,0,85.0,4.67,85.0,4.67,80.0,7.38,5.0,-2.71
district,Karnali,Humla,Female,18 Year,461,311,95,54,1,67.46,11.71,75.57,6.8,67.46,11.71,8.11,-4.91
district,Karnali,Humla,Male,18 Year,397,300,70,27,0,75.57,6.8,75.57,6.8,67.46,11.71,8.11,-4.91
district,Karnali,Humla,Female,19 Year,193,102,69,22,0,52.85,11.4,65.81,7.1,52.85,11.4,12.96,-4.3
district,Karnali,Humla,Male,19 Year,155,102,42,11,0,65.81,7.1,65.81,7.1,52.85,11.4,12.96,-4.3
district,Karnali,Humla,Female,20 Year,306,60,162,83,1,19.61,27.12,33.64,15.42,19.61,27.12,14.03,-11.7
district,Karnali,Humla,Male,20 Year,214,72,109,33,0,33.64,15.42,33.64,15.42,19.61,27.12,14.03,-11.7
district,Karnali,Humla,Female,21 Year,201,19,123,58,1,9.45,28.86,25.0,13.16,9.45,28.86,15.55,-15.7
district,Karnali,Humla,Male,21 Year,152,38,94,20,0,25.0,13.16,25.0,13.16,9.45,28.86,15.55,-15.7
district,Karnali,Humla,Female,22 Year,260,29,141,90,0,11.15,34.62,20.2,20.2,11.15,34.62,9.05,-14.42
district,Karnali,Humla,Male,22 Year,203,41,121,41,0,20.2,20.2,20.2,20.2,11.15,34.62,9.05,-14.42
district,Karnali,Humla,Female,23 Year,213,20,103,90,0,9.39,42.25,11.05,13.95,9.39,42.25,1.66,-28.3
district,Karnali,Humla,Male,23 Year,172,19,129,24,0,11.05,13.95,11.05,13.95,9.39,42.25,1.66,-28.3
district,Karnali,Humla,Female,24 Year,220,7,104,109,0,3.18,49.55,4.55,19.48,3.18,49.55,1.37,-30.07
district,Karnali,Humla,Male,24 Year,154,7,116,30,1,4.55,19.48,4.55,19.48,3.18,49.55,1.37,-30.07
district,Karnali,Humla,Female,25 Year,341,11,132,198,0,3.23,58.06,5.17,23.62,3.23,58.06,1.94,-34.44
district,Karnali,Humla,Male,25 Year,271,14,193,64,0,5.17,23.62,5.17,23.62,3.23,58.06,1.94,-34.44
district,Karnali,Humla,Female,5 Year,661,469,3,184,5,70.95,27.84,73.28,25.24,70.95,27.84,2.33,-2.6
district,Karnali,Humla,Male,5 Year,741,543,2,187,9,73.28,25.24,73.28,25.24,70.95,27.84,2.33,-2.6
district,Karnali,Humla,Female,6 Year,712,573,2,131,6,80.48,18.4,81.99,17.41,80.48,18.4,1.51,-0.99
district,Karnali,Humla,Male,6 Year,672,551,1,117,3,81.99,17.41,81.99,17.41,80.48,18.4,1.51,-0.99
district,Karnali,Humla,Female,7 Year,651,568,1,79,3,87.25,12.14,90.03,8.76,87.25,12.14,2.78,-3.38
district,Karnali,Humla,Male,7 Year,582,524,1,51,6,90.03,8.76,90.03,8.76,87.25,12.14,2.78,-3.38
district,Karnali,Humla,Female,8 Year,641,582,2,55,2,90.8,8.58,91.14,8.31,90.8,8.58,0.34,-0.27
district,Karnali,Humla,Male,8 Year,734,669,3,61,1,91.14,8.31,91.14,8.31,90.8,8.58,0.34,-0.27
district,Karnali,Humla,Female,9 Year,680,631,3,45,1,92.79,6.62,94.89,4.09,92.79,6.62,2.1,-2.53
district,Karnali,Humla,Male,9 Year,685,650,4,28,3,94.89,4.09,94.89,4.09,92.79,6.62,2.1,-2.53
district,Karnali,Humla,Female,All Ages,10651,7984,1287,1357,23,74.96,12.74,79.48,8.02,74.96,12.74,4.52,-4.72
district,Karnali,Humla,Male,All Ages,10175,8087,1245,816,27,79.48,8.02,79.48,8.02,74.96,12.74,4.52,-4.72
district,Karnali,Jajarkot,Female,10 Year,2728,2466,225,34,3,90.4,1.25,90.66,1.24,90.4,1.25,0.26,-0.01
district,Karnali,Jajarkot,Male,10 Year,2590,2348,206,32,4,90.66,1.24,90.66,1.24,90.4,1.25,0.26,-0.01
district,Karnali,Jajarkot,Female,11 Year,2270,2150,97,21,2,94.71,0.93,93.27,1.17,94.71,0.93,-1.44,0.24
district,Karnali,Jajarkot,Male,11 Year,2230,2080,124,26,0,93.27,1.17,93.27,1.17,94.71,0.93,-1.44,0.24
district,Karnali,Jajarkot,Female,12 Year,2766,2662,78,26,0,96.24,0.94,95.94,0.96,96.24,0.94,-0.3,0.02
district,Karnali,Jajarkot,Male,12 Year,2930,2811,88,28,3,95.94,0.96,95.94,0.96,96.24,0.94,-0.3,0.02
district,Karnali,Jajarkot,Female,13 Year,2649,2579,48,22,0,97.36,0.83,95.33,1.41,97.36,0.83,-2.03,0.58
district,Karnali,Jajarkot,Male,13 Year,2632,2509,85,37,1,95.33,1.41,95.33,1.41,97.36,0.83,-2.03,0.58
district,Karnali,Jajarkot,Female,14 Year,2630,2548,60,21,1,96.88,0.8,96.57,0.84,96.88,0.8,-0.31,0.04
district,Karnali,Jajarkot,Male,14 Year,2626,2536,66,22,2,96.57,0.84,96.57,0.84,96.88,0.8,-0.31,0.04
district,Karnali,Jajarkot,Female,15 Year,2520,2388,111,17,4,94.76,0.67,92.32,1.54,94.76,0.67,-2.44,0.87
district,Karnali,Jajarkot,Male,15 Year,2397,2213,144,37,3,92.32,1.54,92.32,1.54,94.76,0.67,-2.44,0.87
district,Karnali,Jajarkot,Female,16 Year,2028,1803,182,40,3,88.91,1.97,87.92,1.78,88.91,1.97,-0.99,-0.19
district,Karnali,Jajarkot,Male,16 Year,2028,1783,207,36,2,87.92,1.78,87.92,1.78,88.91,1.97,-0.99,-0.19
district,Karnali,Jajarkot,Female,17 Year,1279,1000,241,34,4,78.19,2.66,81.22,2.0,78.19,2.66,3.03,-0.66
district,Karnali,Jajarkot,Male,17 Year,1299,1055,217,26,1,81.22,2.0,81.22,2.0,78.19,2.66,3.03,-0.66
district,Karnali,Jajarkot,Female,18 Year,1451,839,546,66,0,57.82,4.55,65.12,3.74,57.82,4.55,7.3,-0.81
district,Karnali,Jajarkot,Male,18 Year,1445,941,449,54,1,65.12,3.74,65.12,3.74,57.82,4.55,7.3,-0.81
district,Karnali,Jajarkot,Female,19 Year,877,335,491,51,0,38.2,5.82,42.26,4.57,38.2,5.82,4.06,-1.25
district,Karnali,Jajarkot,Male,19 Year,788,333,418,36,1,42.26,4.57,42.26,4.57,38.2,5.82,4.06,-1.25
district,Karnali,Jajarkot,Female,20 Year,1051,194,772,85,0,18.46,8.09,24.52,5.97,18.46,8.09,6.06,-2.12
district,Karnali,Jajarkot,Male,20 Year,938,230,649,56,3,24.52,5.97,24.52,5.97,18.46,8.09,6.06,-2.12
district,Karnali,Jajarkot,Female,21 Year,885,114,703,68,0,12.88,7.68,16.05,5.93,12.88,7.68,3.17,-1.75
district,Karnali,Jajarkot,Male,21 Year,810,130,632,48,0,16.05,5.93,16.05,5.93,12.88,7.68,3.17,-1.75
district,Karnali,Jajarkot,Female,22 Year,1056,91,860,105,0,8.62,9.94,10.79,7.44,8.62,9.94,2.17,-2.5
district,Karnali,Jajarkot,Male,22 Year,927,100,758,69,0,10.79,7.44,10.79,7.44,8.62,9.94,2.17,-2.5
district,Karnali,Jajarkot,Female,23 Year,929,83,749,96,1,8.93,10.33,6.35,4.95,8.93,10.33,-2.58,-5.38
district,Karnali,Jajarkot,Male,23 Year,788,50,699,39,0,6.35,4.95,6.35,4.95,8.93,10.33,-2.58,-5.38
district,Karnali,Jajarkot,Female,24 Year,836,47,693,95,1,5.62,11.36,5.78,5.92,5.62,11.36,0.16,-5.44
district,Karnali,Jajarkot,Male,24 Year,709,41,626,42,0,5.78,5.92,5.78,5.92,5.62,11.36,0.16,-5.44
district,Karnali,Jajarkot,Female,25 Year,1046,58,798,189,1,5.54,18.07,6.39,7.02,5.54,18.07,0.85,-11.05
district,Karnali,Jajarkot,Male,25 Year,783,50,676,55,2,6.39,7.02,6.39,7.02,5.54,18.07,0.85,-11.05
district,Karnali,Jajarkot,Female,5 Year,2239,1895,8,290,46,84.64,12.95,84.94,12.7,84.64,12.95,0.3,-0.25
district,Karnali,Jajarkot,Male,5 Year,2284,1940,10,290,44,84.94,12.7,84.94,12.7,84.64,12.95,0.3,-0.25
district,Karnali,Jajarkot,Female,6 Year,2161,1989,10,154,8,92.04,7.13,92.2,6.8,92.04,7.13,0.16,-0.33
district,Karnali,Jajarkot,Male,6 Year,2206,2034,10,150,12,92.2,6.8,92.2,6.8,92.04,7.13,0.16,-0.33
district,Karnali,Jajarkot,Female,7 Year,2191,2075,13,92,11,94.71,4.2,95.55,3.77,94.71,4.2,0.84,-0.43
district,Karnali,Jajarkot,Male,7 Year,2043,1952,6,77,8,95.55,3.77,95.55,3.77,94.71,4.2,0.84,-0.43
district,Karnali,Jajarkot,Female,8 Year,2374,2308,11,53,2,97.22,2.23,97.06,2.01,97.22,2.23,-0.16,-0.22
district,Karnali,Jajarkot,Male,8 Year,2586,2510,22,52,2,97.06,2.01,97.06,2.01,97.22,2.23,-0.16,-0.22
district,Karnali,Jajarkot,Female,9 Year,2259,2197,23,37,2,97.26,1.64,97.56,1.39,97.26,1.64,0.3,-0.25
district,Karnali,Jajarkot,Male,9 Year,2373,2315,23,33,2,97.56,1.39,97.56,1.39,97.26,1.64,0.3,-0.25
district,Karnali,Jajarkot,Female,All Ages,38225,29821,6719,1596,89,78.01,4.18,80.08,3.33,78.01,4.18,2.07,-0.85
district,Karnali,Jajarkot,Male,All Ages,37412,29961,6115,1245,91,80.08,3.33,80.08,3.33,78.01,4.18,2.07,-0.85
district,Karnali,Jumla,Female,10 Year,1490,1277,175,34,4,85.7,2.28,86.2,1.98,85.7,2.28,0.5,-0.3
district,Karnali,Jumla,Male,10 Year,1565,1349,181,31,4,86.2,1.98,86.2,1.98,85.7,2.28,0.5,-0.3
district,Karnali,Jumla,Female,11 Year,1152,1042,85,24,1,90.45,2.08,87.93,1.88,90.45,2.08,-2.52,-0.2
district,Karnali,Jumla,Male,11 Year,1168,1027,117,22,2,87.93,1.88,87.93,1.88,90.45,2.08,-2.52,-0.2
district,Karnali,Jumla,Female,12 Year,1643,1530,74,31,8,93.12,1.89,92.52,1.72,93.12,1.89,-0.6,-0.17
district,Karnali,Jumla,Male,12 Year,1630,1508,90,28,4,92.52,1.72,92.52,1.72,93.12,1.89,-0.6,-0.17
district,Karnali,Jumla,Female,13 Year,1479,1386,57,33,3,93.71,2.23,95.58,1.14,93.71,2.23,1.87,-1.09
district,Karnali,Jumla,Male,13 Year,1492,1426,47,17,2,95.58,1.14,95.58,1.14,93.71,2.23,1.87,-1.09
district,Karnali,Jumla,Female,14 Year,1565,1482,56,21,6,94.7,1.34,95.67,1.79,94.7,1.34,0.97,0.45
district,Karnali,Jumla,Male,14 Year,1454,1391,34,26,3,95.67,1.79,95.67,1.79,94.7,1.34,0.97,0.45
district,Karnali,Jumla,Female,15 Year,1450,1303,83,59,5,89.86,4.07,91.05,3.23,89.86,4.07,1.19,-0.84
district,Karnali,Jumla,Male,15 Year,1453,1323,79,47,4,91.05,3.23,91.05,3.23,89.86,4.07,1.19,-0.84
district,Karnali,Jumla,Female,16 Year,1294,1139,101,47,7,88.02,3.63,91.32,2.38,88.02,3.63,3.3,-1.25
district,Karnali,Jumla,Male,16 Year,1221,1115,74,29,3,91.32,2.38,91.32,2.38,88.02,3.63,3.3,-1.25
district,Karnali,Jumla,Female,17 Year,757,609,94,50,4,80.45,6.61,84.8,3.13,80.45,6.61,4.35,-3.48
district,Karnali,Jumla,Male,17 Year,671,569,81,21,0,84.8,3.13,84.8,3.13,80.45,6.61,4.35,-3.48
district,Karnali,Jumla,Female,18 Year,1122,677,298,137,10,60.34,12.21,66.83,9.03,60.34,12.21,6.49,-3.18
district,Karnali,Jumla,Male,18 Year,1052,703,241,95,13,66.83,9.03,66.83,9.03,60.34,12.21,6.49,-3.18
district,Karnali,Jumla,Female,19 Year,527,241,212,72,2,45.73,13.66,58.79,8.24,45.73,13.66,13.06,-5.42
district,Karnali,Jumla,Male,19 Year,461,271,150,38,2,58.79,8.24,58.79,8.24,45.73,13.66,13.06,-5.42
district,Karnali,Jumla,Female,20 Year,870,199,490,176,5,22.87,20.23,31.18,11.94,22.87,20.23,8.31,-8.29
district,Karnali,Jumla,Male,20 Year,603,188,335,72,8,31.18,11.94,31.18,11.94,22.87,20.23,8.31,-8.29
district,Karnali,Jumla,Female,21 Year,697,90,375,218,14,12.91,31.28,19.96,17.56,12.91,31.28,7.05,-13.72
district,Karnali,Jumla,Male,21 Year,541,108,330,95,8,19.96,17.56,19.96,17.56,12.91,31.28,7.05,-13.72
district,Karnali,Jumla,Female,22 Year,740,94,470,173,3,12.7,23.38,13.93,14.59,12.7,23.38,1.23,-8.79
district,Karnali,Jumla,Male,22 Year,610,85,430,89,6,13.93,14.59,13.93,14.59,12.7,23.38,1.23,-8.79
district,Karnali,Jumla,Female,23 Year,683,51,432,198,2,7.47,28.99,12.13,13.5,7.47,28.99,4.66,-15.49
district,Karnali,Jumla,Male,23 Year,437,53,322,59,3,12.13,13.5,12.13,13.5,7.47,28.99,4.66,-15.49
district,Karnali,Jumla,Female,24 Year,761,61,432,254,14,8.02,33.38,10.67,23.33,8.02,33.38,2.65,-10.05
district,Karnali,Jumla,Male,24 Year,600,64,382,140,14,10.67,23.33,10.67,23.33,8.02,33.38,2.65,-10.05
district,Karnali,Jumla,Female,25 Year,820,36,442,337,5,4.39,41.1,6.33,20.78,4.39,41.1,1.94,-20.32
district,Karnali,Jumla,Male,25 Year,616,39,447,128,2,6.33,20.78,6.33,20.78,4.39,41.1,1.94,-20.32
district,Karnali,Jumla,Female,5 Year,1159,979,4,147,29,84.47,12.68,82.65,14.58,84.47,12.68,-1.82,1.9
district,Karnali,Jumla,Male,5 Year,1262,1043,5,184,30,82.65,14.58,82.65,14.58,84.47,12.68,-1.82,1.9
district,Karnali,Jumla,Female,6 Year,1224,1105,5,107,7,90.28,8.74,91.66,6.87,90.28,8.74,1.38,-1.87
district,Karnali,Jumla,Male,6 Year,1295,1187,7,89,12,91.66,6.87,91.66,6.87,90.28,8.74,1.38,-1.87
district,Karnali,Jumla,Female,7 Year,1143,1061,3,76,3,92.83,6.65,93.17,6.18,92.83,6.65,0.34,-0.47
district,Karnali,Jumla,Male,7 Year,1229,1145,5,76,3,93.17,6.18,93.17,6.18,92.83,6.65,0.34,-0.47
district,Karnali,Jumla,Female,8 Year,1386,1331,11,39,5,96.03,2.81,96.64,2.74,96.03,2.81,0.61,-0.07
district,Karnali,Jumla,Male,8 Year,1459,1410,4,40,5,96.64,2.74,96.64,2.74,96.03,2.81,0.61,-0.07
district,Karnali,Jumla,Female,9 Year,1176,1133,9,31,3,96.34,2.64,96.15,2.49,96.34,2.64,-0.19,-0.15
district,Karnali,Jumla,Male,9 Year,1246,1198,14,31,3,96.15,2.49,96.15,2.49,96.34,2.64,-0.19,-0.15
district,Karnali,Jumla,Female,All Ages,23138,16826,3908,2264,140,72.72,9.78,77.96,6.15,72.72,9.78,5.24,-3.63
district,Karnali,Jumla,Male,All Ages,22065,17202,3375,1357,131,77.96,6.15,77.96,6.15,72.72,9.78,5.24,-3.63
district,Karnali,Kalikot,Female,10 Year,2000,1791,190,19,0,89.55,0.95,89.35,0.78,89.55,0.95,-0.2,-0.17
district,Karnali,Kalikot,Male,10 Year,2178,1946,213,17,2,89.35,0.78,89.35,0.78,89.55,0.95,-0.2,-0.17
district,Karnali,Kalikot,Female,11 Year,1612,1514,87,10,1,93.92,0.62,94.31,0.6,93.92,0.62,0.39,-0.02
district,Karnali,Kalikot,Male,11 Year,1669,1574,84,10,1,94.31,0.6,94.31,0.6,93.92,0.62,0.39,-0.02
district,Karnali,Kalikot,Female,12 Year,2206,2112,80,13,1,95.74,0.59,95.69,1.1,95.74,0.59,-0.05,0.51
district,Karnali,Kalikot,Male,12 Year,2367,2265,73,26,3,95.69,1.1,95.69,1.1,95.74,0.59,-0.05,0.51
district,Karnali,Kalikot,Female,13 Year,1979,1905,55,18,1,96.26,0.91,97.67,0.25,96.26,0.91,1.41,-0.66
district,Karnali,Kalikot,Male,13 Year,2017,1970,41,5,1,97.67,0.25,97.67,0.25,96.26,0.91,1.41,-0.66
district,Karnali,Kalikot,Female,14 Year,2160,2104,41,13,2,97.41,0.6,97.19,0.61,97.41,0.6,-0.22,0.01
district,Karnali,Kalikot,Male,14 Year,2135,2075,45,13,2,97.19,0.61,97.19,0.61,97.41,0.6,-0.22,0.01
district,Karnali,Kalikot,Female,15 Year,1940,1835,91,13,1,94.59,0.67,94.91,0.88,94.59,0.67,0.32,0.21
district,Karnali,Kalikot,Male,15 Year,1827,1734,74,16,3,94.91,0.88,94.91,0.88,94.59,0.67,0.32,0.21
district,Karnali,Kalikot,Female,16 Year,1658,1535,103,18,2,92.58,1.09,93.78,1.01,92.58,1.09,1.2,-0.08
district,Karnali,Kalikot,Male,16 Year,1592,1493,83,16,0,93.78,1.01,93.78,1.01,92.58,1.09,1.2,-0.08
district,Karnali,Kalikot,Female,17 Year,819,711,95,11,2,86.81,1.34,85.38,1.28,86.81,1.34,-1.43,-0.06
district,Karnali,Kalikot,Male,17 Year,780,666,104,10,0,85.38,1.28,85.38,1.28,86.81,1.34,-1.43,-0.06
district,Karnali,Kalikot,Female,18 Year,1395,1006,344,43,2,72.11,3.08,76.09,2.69,72.11,3.08,3.98,-0.39
district,Karnali,Kalikot,Male,18 Year,1263,961,266,34,2,76.09,2.69,76.09,2.69,72.11,3.08,3.98,-0.39
district,Karnali,Kalikot,Female,19 Year,612,343,242,24,3,56.05,3.92,57.28,3.88,56.05,3.92,1.23,-0.04
district,Karnali,Kalikot,Male,19 Year,515,295,199,20,1,57.28,3.88,57.28,3.88,56.05,3.92,1.23,-0.04
district,Karnali,Kalikot,Female,20 Year,922,273,572,76,1,29.61,8.24,33.08,6.5,29.61,8.24,3.47,-1.74
district,Karnali,Kalikot,Male,20 Year,662,219,400,43,0,33.08,6.5,33.08,6.5,29.61,8.24,3.47,-1.74
district,Karnali,Kalikot,Female,21 Year,576,115,387,71,3,19.97,12.33,21.67,3.96,19.97,12.33,1.7,-8.37
district,Karnali,Kalikot,Male,21 Year,480,104,357,19,0,21.67,3.96,21.67,3.96,19.97,12.33,1.7,-8.37
district,Karnali,Kalikot,Female,22 Year,767,99,570,98,0,12.91,12.78,15.42,7.8,12.91,12.78,2.51,-4.98
district,Karnali,Kalikot,Male,22 Year,590,91,451,46,2,15.42,7.8,15.42,7.8,12.91,12.78,2.51,-4.98
district,Karnali,Kalikot,Female,23 Year,600,59,428,113,0,9.83,18.83,14.47,6.8,9.83,18.83,4.64,-12.03
district,Karnali,Kalikot,Male,23 Year,456,66,357,31,2,14.47,6.8,14.47,6.8,9.83,18.83,4.64,-12.03
district,Karnali,Kalikot,Female,24 Year,640,53,461,125,1,8.28,19.53,9.69,7.01,8.28,19.53,1.41,-12.52
district,Karnali,Kalikot,Male,24 Year,485,47,404,34,0,9.69,7.01,9.69,7.01,8.28,19.53,1.41,-12.52
district,Karnali,Kalikot,Female,25 Year,764,44,487,232,1,5.76,30.37,5.86,10.62,5.76,30.37,0.1,-19.75
district,Karnali,Kalikot,Male,25 Year,546,32,456,58,0,5.86,10.62,5.86,10.62,5.76,30.37,0.1,-19.75
district,Karnali,Kalikot,Female,5 Year,1631,1288,4,286,53,78.97,17.54,81.89,15.6,78.97,17.54,2.92,-1.94
district,Karnali,Kalikot,Male,5 Year,1795,1470,8,280,37,81.89,15.6,81.89,15.6,78.97,17.54,2.92,-1.94
district,Karnali,Kalikot,Female,6 Year,1669,1513,6,135,15,90.65,8.09,91.36,7.21,90.65,8.09,0.71,-0.88
district,Karnali,Kalikot,Male,6 Year,1748,1597,7,126,18,91.36,7.21,91.36,7.21,90.65,8.09,0.71,-0.88
district,Karnali,Kalikot,Female,7 Year,1553,1476,6,68,3,95.04,4.38,95.48,3.86,95.04,4.38,0.44,-0.52
district,Karnali,Kalikot,Male,7 Year,1528,1459,4,59,6,95.48,3.86,95.48,3.86,95.04,4.38,0.44,-0.52
district,Karnali,Kalikot,Female,8 Year,1793,1749,1,41,2,97.55,2.29,97.11,2.36,97.55,2.29,-0.44,0.07
district,Karnali,Kalikot,Male,8 Year,1906,1851,6,45,4,97.11,2.36,97.11,2.36,97.55,2.29,-0.44,0.07
district,Karnali,Kalikot,Female,9 Year,1669,1638,10,20,1,98.14,1.2,97.77,1.41,98.14,1.2,-0.37,0.21
district,Karnali,Kalikot,Male,9 Year,1706,1668,10,24,4,97.77,1.41,97.77,1.41,98.14,1.2,-0.37,0.21
district,Karnali,Kalikot,Female,All Ages,28965,23163,4260,1447,95,79.97,5.0,83.49,3.3,79.97,5.0,3.52,-1.7
district,Karnali,Kalikot,Male,All Ages,28245,23583,3642,932,88,83.49,3.3,83.49,3.3,79.97,5.0,3.52,-1.7
district,Karnali,Mugu,Female,10 Year,936,834,81,21,0,89.1,2.24,87.59,1.37,89.1,2.24,-1.51,-0.87
district,Karnali,Mugu,Male,10 Year,951,833,105,13,0,87.59,1.37,87.59,1.37,89.1,2.24,-1.51,-0.87
district,Karnali,Mugu,Female,11 Year,701,641,52,8,0,91.44,1.14,91.09,1.89,91.44,1.14,-0.35,0.75
district,Karnali,Mugu,Male,11 Year,741,675,52,14,0,91.09,1.89,91.09,1.89,91.44,1.14,-0.35,0.75
district,Karnali,Mugu,Female,12 Year,926,874,42,10,0,94.38,1.08,92.44,1.61,94.38,1.08,-1.94,0.53
district,Karnali,Mugu,Male,12 Year,992,917,58,16,1,92.44,1.61,92.44,1.61,94.38,1.08,-1.94,0.53
district,Karnali,Mugu,Female,13 Year,856,811,30,15,0,94.74,1.75,94.35,1.33,94.74,1.75,-0.39,-0.42
district,Karnali,Mugu,Male,13 Year,902,851,39,12,0,94.35,1.33,94.35,1.33,94.74,1.75,-0.39,-0.42
district,Karnali,Mugu,Female,14 Year,809,772,19,18,0,95.43,2.22,93.19,1.96,95.43,2.22,-2.24,-0.26
district,Karnali,Mugu,Male,14 Year,866,807,41,17,1,93.19,1.96,93.19,1.96,95.43,2.22,-2.24,-0.26
district,Karnali,Mugu,Female,15 Year,772,683,57,31,1,88.47,4.02,91.69,1.72,88.47,4.02,3.22,-2.3
district,Karnali,Mugu,Male,15 Year,698,640,46,12,0,91.69,1.72,91.69,1.72,88.47,4.02,3.22,-2.3
district,Karnali,Mugu,Female,16 Year,641,560,65,15,1,87.36,2.34,86.32,2.7,87.36,2.34,-1.04,0.36
district,Karnali,Mugu,Male,16 Year,592,511,65,16,0,86.32,2.7,86.32,2.7,87.36,2.34,-1.04,0.36
district,Karnali,Mugu,Female,17 Year,427,325,76,26,0,76.11,6.09,85.59,3.67,76.11,6.09,9.48,-2.42
district,Karnali,Mugu,Male,17 Year,354,303,37,13,1,85.59,3.67,85.59,3.67,76.11,6.09,9.48,-2.42
district,Karnali,Mugu,Female,18 Year,587,344,194,47,2,58.6,8.01,65.34,3.79,58.6,8.01,6.74,-4.22
district,Karnali,Mugu,Male,18 Year,554,362,171,21,0,65.34,3.79,65.34,3.79,58.6,8.01,6.74,-4.22
district,Karnali,Mugu,Female,19 Year,326,119,159,47,1,36.5,14.42,50.38,6.06,36.5,14.42,13.88,-8.36
district,Karnali,Mugu,Male,19 Year,264,133,115,16,0,50.38,6.06,50.38,6.06,36.5,14.42,13.88,-8.36
district,Karnali,Mugu,Female,20 Year,495,101,310,84,0,20.4,16.97,30.25,7.56,20.4,16.97,9.85,-9.41
district,Karnali,Mugu,Male,20 Year,357,108,222,27,0,30.25,7.56,30.25,7.56,20.4,16.97,9.85,-9.41
district,Karnali,Mugu,Female,21 Year,342,40,223,79,0,11.7,23.1,15.93,9.26,11.7,23.1,4.23,-13.84
district,Karnali,Mugu,Male,21 Year,270,43,202,25,0,15.93,9.26,15.93,9.26,11.7,23.1,4.23,-13.84
district,Karnali,Mugu,Female,22 Year,428,42,276,110,0,9.81,25.7,14.33,11.57,9.81,25.7,4.52,-14.13
district,Karnali,Mugu,Male,22 Year,363,52,268,42,1,14.33,11.57,14.33,11.57,9.81,25.7,4.52,-14.13
district,Karnali,Mugu,Female,23 Year,368,28,241,99,0,7.61,26.9,7.95,8.71,7.61,26.9,0.34,-18.19
district,Karnali,Mugu,Male,23 Year,264,21,220,23,0,7.95,8.71,7.95,8.71,7.61,26.9,0.34,-18.19
district,Karnali,Mugu,Female,24 Year,342,15,217,110,0,4.39,32.16,6.0,12.33,4.39,32.16,1.61,-19.83
district,Karnali,Mugu,Male,24 Year,300,18,245,37,0,6.0,12.33,6.0,12.33,4.39,32.16,1.61,-19.83
district,Karnali,Mugu,Female,25 Year,504,17,249,238,0,3.37,47.22,7.6,17.63,3.37,47.22,4.23,-29.59
district,Karnali,Mugu,Male,25 Year,329,25,246,58,0,7.6,17.63,7.6,17.63,3.37,47.22,4.23,-29.59
district,Karnali,Mugu,Female,5 Year,780,597,3,171,9,76.54,21.92,76.78,22.61,76.54,21.92,0.24,0.69
district,Karnali,Mugu,Male,5 Year,827,635,3,187,2,76.78,22.61,76.78,22.61,76.54,21.92,0.24,0.69
